race_id,axis_name,axis_pop,axis_style,pace_label,n_field,axis_score,gap_1_3,axis_pace_fit,pace_style_match,p_win,p_place,actual_rank,hit_win,hit_place
202507040109,パフュームセント,3,差し,スロー,6,0.7155,0.2377,0.6369,0,0.3437,0.6553,1,1,1
202509040308,エリーナストーム,1,差し,スロー,6,0.7624,0.2626,0.5062,0,0.3755,0.6535,5,0,0
202509040610,グローリーリンク,1,差し,スロー,7,0.7618,0.2859,0.5987,0,0.3863,0.6521,1,1,1
202507040112,トレチーメ,2,先行,ミドルスロー,7,0.8030,0.2989,0.6293,1,0.3918,0.6437,5,0,0
202509030308,ダノンシーマ,2,差し,スロー,6,0.7238,0.1609,0.4913,0,0.3181,0.6275,3,0,1
202501010108,マイネルフーガ,2,先行,スロー,5,0.6996,0.2057,0.5464,1,0.3479,0.6237,3,0,1
202506030711,スマイルスルー,3,先行,スロー,11,0.7887,0.1542,0.6630,1,0.3512,0.6142,6,0,0
202501010412,アルマデオロ,1,差し,スロー,7,0.7223,0.1904,0.3770,0,0.2955,0.6106,1,1,1
202508021008,バレルターン,1,差し,スロー,7,0.7227,0.1904,0.5705,0,0.3206,0.6052,2,0,1
202504010309,レッドロスタム,1,先行,スロー,8,0.6935,0.1181,0.7512,1,0.3281,0.6020,4,0,0
202508010810,モジャーリオ,4,差し,スロー,7,0.7264,0.1577,0.5189,0,0.3048,0.6012,5,0,0
202509050810,ローランドバローズ,1,差し,スロー,11,0.7466,0.1916,0.5255,0,0.3078,0.6012,1,1,1
202501010510,サクラファレル,1,逃げ,スロー,10,0.7782,0.2093,0.7188,1,0.3965,0.5990,1,1,1
202506050207,ミクニインスパイア,2,先行,スロー,11,0.8046,0.1665,0.6597,1,0.3826,0.5965,1,1,1
202502011208,レクスノヴァス,1,差し,スロー,9,0.7604,0.1922,0.4009,0,0.2951,0.5962,1,1,1
202509030110,メイショウズイウン,1,差し,ミドルスロー,9,0.7724,0.1825,0.5760,0,0.3234,0.5933,2,0,1
202505020306,ベストミーエヴァー,1,差し,スロー,6,0.7226,0.1297,0.3978,0,0.2782,0.5915,2,0,1
202608010907,ウィルサヴァイブ,3,先行,スロー,10,0.7312,0.1487,0.7430,1,0.3372,0.5913,2,0,1
202505040510,デュアルウィルダー,1,先行,スロー,8,0.7370,0.2130,0.5416,1,0.3198,0.5904,3,0,1
202508040207,ピックデムッシュ,1,差し,スロー,7,0.6542,0.1077,0.4631,0,0.2595,0.5872,2,0,1
202508030510,ローランドバローズ,1,差し,スロー,10,0.7155,0.0861,0.5843,0,0.2737,0.5867,1,1,1
202510010105,オオキニ,1,差し,スロー,5,0.6693,0.1735,0.6144,0,0.2888,0.5825,2,0,1
202507010109,オルトパラティウム,1,先行,スロー,10,0.7191,0.1337,0.7077,1,0.3139,0.5740,3,0,1
202505050809,ボウウィンドウ,1,差し,スロー,9,0.7187,0.1630,0.3945,0,0.2494,0.5732,2,0,1
202605010509,アロンズロッド,2,差し,スロー,8,0.7581,0.1328,0.3954,0,0.2759,0.5730,3,0,1
202501010210,ラタフォレスト,3,差し,ミドル,8,0.6865,0.0483,0.6480,0,0.2914,0.5708,1,1,1
202509010209,コンフェルマ,3,逃げ,スロー,9,0.7380,0.1201,0.6927,1,0.3362,0.5707,9,0,0
202505030304,ロスコフ,3,差し,スロー,11,0.7330,0.1942,0.4677,0,0.2665,0.5689,4,0,0
202505020308,ジュンツバメガエシ,2,差し,スロー,7,0.7023,0.1354,0.4686,0,0.2655,0.5672,2,0,1
202609010210,ユハンヌス,3,差し,スロー,8,0.6603,0.1663,0.4007,0,0.2538,0.5660,3,0,1
202606020708,ビートザレコード,7,差し,スロー,10,0.7057,0.1573,0.5122,0,0.2707,0.5648,6,0,0
202507030708,レディーヴァリュー,2,逃げ,スロー,8,0.7035,0.0504,0.6466,1,0.3131,0.5645,1,1,1
202508021107,ハニーコム,4,差し,スロー,6,0.6698,0.1616,0.5525,0,0.3049,0.5632,1,1,1
202505020109,ユキワリザクラ,1,先行,スロー,9,0.6732,0.1297,0.6668,1,0.2736,0.5626,2,0,1
202608020610,グランドプラージュ,1,差し,ミドルスロー,10,0.6853,0.0837,0.5650,0,0.2549,0.5623,1,1,1
202609010108,ナリタエスペランサ,4,先行,スロー,7,0.7474,0.1980,0.5624,1,0.2778,0.5599,7,0,0
202509040604,ジーククローネ,5,差し,スロー,9,0.6955,0.1047,0.3895,0,0.2371,0.5596,5,0,0
202508030807,プチプランス,3,差し,ミドルスロー,11,0.7437,0.2191,0.5948,0,0.3009,0.5589,10,0,0
202608010211,アクアヴァーナル,1,先行,スロー,9,0.7083,0.1701,0.6080,1,0.3071,0.5577,1,1,1
202507050411,サウスバンク,1,先行,スロー,10,0.7340,0.1148,0.6561,1,0.2781,0.5576,6,0,0
202608010908,メイショウヤシマ,5,逃げ,ミドルスロー,10,0.7639,0.0897,0.8042,1,0.3542,0.5576,6,0,0
202509050111,グランヴィノス,1,差し,スロー,14,0.7485,0.1755,0.5333,0,0.2673,0.5563,4,0,0
202507030606,ミカエルパシャ,3,先行,スロー,9,0.6583,0.1205,0.7130,1,0.2713,0.5544,9,0,0
202507030109,マイネルエール,1,先行,スロー,8,0.7491,0.2518,0.6837,1,0.3019,0.5533,1,1,1
202501010307,ハートメテオ,1,差し,スロー,10,0.7186,0.0881,0.5417,0,0.2485,0.5502,1,1,1
202608010209,ウィルサヴァイブ,4,先行,スロー,11,0.7070,0.0950,0.6734,1,0.2688,0.5500,11,0,0
202507030608,ソリスクラヴィス,5,差し,ミドルスロー,12,0.7885,0.2211,0.6325,0,0.3017,0.5498,4,0,0
202501020112,リーゼノアール,1,差し,ミドル,6,0.7375,0.1658,0.5585,0,0.2978,0.5465,3,0,1
202506010410,アッシュルバニパル,1,差し,ミドルハイ,15,0.8498,0.2872,0.6837,0,0.3353,0.5462,10,0,0
202505010407,コンテネレッツア,1,差し,スロー,11,0.7548,0.1219,0.4629,0,0.2620,0.5462,11,0,0
202605010208,ジーティーダーリン,2,先行,スロー,11,0.7609,0.2091,0.6117,1,0.3182,0.5458,1,1,1
202505030511,アッシュルバニパル,4,差し,スロー,11,0.7037,0.1490,0.4343,0,0.2557,0.5445,9,0,0
202501010306,ミニョンマルーン,1,逃げ,ミドルスロー,7,0.6935,0.1172,0.7014,1,0.3076,0.5440,2,0,1
202502010811,ジャスティンアース,1,差し,ミドル,10,0.7471,0.1402,0.6015,0,0.2688,0.5429,3,0,1
202508010111,ダブルハートボンド,1,先行,ミドルハイ,12,0.8014,0.1699,0.8327,0,0.2866,0.5427,1,1,1
202505010708,ヴァイザーブリック,1,先行,スロー,11,0.7712,0.1624,0.5972,1,0.3174,0.5426,5,0,0
202610011009,ラトラース,4,先行,スロー,12,0.7425,0.1328,0.6431,1,0.2894,0.5420,6,0,0
202510020309,レッドイステル,2,差し,スロー,8,0.6661,0.0420,0.5670,0,0.2412,0.5400,8,0,0
202610010110,キングスコール,1,差し,スロー,8,0.6689,0.1515,0.5568,0,0.2552,0.5395,1,1,1
202506050609,ノビリシマビジョン,2,差し,スロー,11,0.7103,0.0842,0.4941,0,0.2405,0.5384,7,0,0
202508040108,ローディアマント,6,先行,スロー,10,0.7238,0.1214,0.6261,1,0.2850,0.5382,1,1,1
202509050208,チェルノボーグ,2,差し,スロー,8,0.6452,0.0821,0.5011,0,0.2348,0.5382,2,0,1
202608020207,ドラゴン,1,先行,ミドルスロー,9,0.7322,0.1509,0.6520,1,0.2933,0.5376,1,1,1
202506030812,シャイニングソード,1,差し,スロー,13,0.7608,0.1367,0.4663,0,0.2505,0.5374,3,0,1
202504030310,アスクセクシーモア,2,差し,スロー,13,0.7446,0.1323,0.4557,0,0.2449,0.5373,1,1,1
202608010309,ステアハート,2,先行,ミドル,8,0.7162,0.0772,0.6985,1,0.2859,0.5363,2,0,1
202509040210,テーオーエルビス,1,差し,ミドル,12,0.7778,0.1404,0.6797,0,0.2831,0.5359,1,1,1
202502011012,ハリウッドメモリー,3,先行,ミドルスロー,8,0.6406,0.0432,0.6508,1,0.2175,0.5358,8,0,0
202505040709,サイード,3,差し,スロー,10,0.7167,0.1463,0.5359,0,0.2593,0.5353,3,0,1
202509050510,クルミナーレ,2,差し,スロー,8,0.6539,0.1380,0.6216,0,0.2564,0.5336,2,0,1
202509020208,メイショウオオコ,4,追い込み,ミドルスロー,9,0.7530,0.1695,0.4284,0,0.2784,0.5330,2,0,1
202509010508,ジューンベロシティ,1,差し,スロー,7,0.6631,0.0644,0.6168,0,0.2584,0.5323,2,0,1
202505050110,ルグランヴァン,2,先行,ミドルスロー,11,0.7563,0.1191,0.7192,1,0.2845,0.5322,2,0,1
202605010407,プリムツァール,2,差し,スロー,9,0.6917,0.0854,0.5371,0,0.2410,0.5317,3,0,1
202503020107,クラッチプレイヤー,4,差し,スロー,7,0.6787,0.1268,0.4865,0,0.2521,0.5314,5,0,0
202509040208,レッドベルアーム,3,差し,スロー,5,0.6503,0.1480,0.5935,0,0.2678,0.5308,3,0,1
202609010711,ビダーヤ,1,差し,ミドル,13,0.7559,0.1026,0.6454,0,0.2677,0.5299,2,0,1
202507040409,ミュージシャン,1,差し,スロー,8,0.6613,0.1054,0.4506,0,0.2180,0.5289,3,0,1
202509010811,ヴェローチェエラ,2,差し,スロー,11,0.6896,0.0623,0.4985,0,0.2360,0.5283,5,0,0
202507030501,コンテナワールド,4,逃げ,スロー,9,0.7040,0.0936,0.6886,1,0.2931,0.5282,4,0,0
202506010312,マンウォル,4,先行,スロー,10,0.7155,0.1574,0.6368,1,0.2278,0.5279,4,0,0
202507050610,チェルノボーグ,3,差し,スロー,10,0.6975,0.0988,0.6233,0,0.2569,0.5277,4,0,0
202508030411,ジンセイ,1,差し,ミドルスロー,8,0.6771,0.0402,0.6208,0,0.2491,0.5272,3,0,1
202510020610,アロマデローサ,8,差し,スロー,9,0.6394,0.1278,0.5573,0,0.2514,0.5269,1,1,1
202506020210,ジューンブレア,2,先行,スロー,15,0.8071,0.2238,0.7032,1,0.3138,0.5253,1,1,1
202505020607,シンハナーダ,1,差し,スロー,5,0.6535,0.1354,0.4988,0,0.2314,0.5253,1,1,1
202609020208,エバーグルーヴ,4,追い込み,スロー,7,0.6637,0.1404,0.2684,0,0.2391,0.5251,4,0,0
202606010111,アンゴラブラック,1,先行,スロー,14,0.7256,0.1052,0.6933,1,0.2526,0.5250,2,0,1
202610010611,バトルボーン,2,先行,スロー,12,0.7063,0.0956,0.7014,1,0.2555,0.5247,3,0,1
202503020711,ユキノロイヤル,3,先行,スロー,10,0.7016,0.1083,0.5861,1,0.2741,0.5245,3,0,1
202507010909,ランスオブクイーン,1,差し,スロー,9,0.6529,0.1452,0.5686,0,0.2441,0.5243,1,1,1
202606010907,ストレイトトーカー,1,先行,スロー,9,0.6934,0.1475,0.6374,1,0.2983,0.5235,1,1,1
202507030107,グランヴィノス,4,差し,スロー,10,0.7014,0.1128,0.4179,0,0.2412,0.5230,1,1,1
202510010211,マイネルティグレ,3,差し,スロー,12,0.6760,0.0922,0.5460,0,0.2336,0.5225,2,0,1
202606020509,テンミラクルスター,1,追い込み,スロー,10,0.7482,0.1455,0.3385,0,0.2514,0.5223,1,1,1
202508020507,レディーヴァリュー,1,逃げ,スロー,11,0.7662,0.2111,0.7811,1,0.3115,0.5220,1,1,1
202505041109,エンペラーズソード,3,先行,スロー,10,0.7400,0.1362,0.6687,1,0.2605,0.5220,1,1,1
202508030209,バッデレイト,1,差し,スロー,9,0.6573,0.0551,0.4738,0,0.2096,0.5209,5,0,0
202507030208,ツーネサーン,3,差し,スロー,7,0.7395,0.2797,0.6333,0,0.2267,0.5207,5,0,0
202509020110,テラステラ,3,差し,スロー,8,0.6382,0.1423,0.4881,0,0.2431,0.5204,6,0,0
202509010609,プロトポロス,3,先行,スロー,9,0.6761,0.0653,0.6745,1,0.2628,0.5192,7,0,0
202510011007,ヘキルリ,11,先行,スロー,12,0.7479,0.1878,0.6971,1,0.3277,0.5187,11,0,0
202509010511,バトゥーキ,3,差し,ミドルハイ,11,0.7139,0.0910,0.6189,0,0.2417,0.5187,5,0,0
202605010207,ボウウィンドウ,1,差し,スロー,9,0.6935,0.1059,0.4662,0,0.2255,0.5185,3,0,1
202509050312,セナスタイル,1,追い込み,スロー,10,0.7311,0.1125,0.2470,0,0.2320,0.5183,4,0,0
202508020209,キャントウェイト,2,差し,スロー,8,0.6589,0.1233,0.5705,0,0.2317,0.5182,1,1,1
202503020209,ソルレース,2,先行,スロー,11,0.7164,0.1103,0.7195,1,0.2940,0.5182,3,0,1
202508040110,ヤブサメ,6,差し,スロー,12,0.6863,0.0643,0.5477,0,0.2308,0.5176,9,0,0
202505020506,ドルビナ,4,差し,スロー,9,0.7204,0.2198,0.4872,0,0.1948,0.5174,6,0,0
202503020109,ユキワリザクラ,1,差し,スロー,8,0.6351,0.1255,0.4303,0,0.2054,0.5173,2,0,1
202505021009,コルレオニス,1,先行,スロー,9,0.6419,0.0763,0.6086,1,0.2221,0.5169,1,1,1
202610010508,モズタチアガレ,1,差し,ミドル,12,0.7005,0.1255,0.5983,0,0.2390,0.5168,7,0,0
202505040211,エルトンバローズ,4,先行,スロー,11,0.6768,0.0641,0.6394,1,0.2381,0.5166,5,0,0
202609011011,ダノンシーマ,2,差し,スロー,10,0.7027,0.0376,0.6043,0,0.2328,0.5162,3,0,1
202509030209,ディーガレジェンド,2,先行,スロー,8,0.6334,0.0925,0.6845,1,0.2682,0.5161,3,0,1
202509030411,ロードデルレイ,3,差し,スロー,17,0.7564,0.1432,0.4870,0,0.2402,0.5159,8,0,0
202506030108,ヴァイザーブリック,4,差し,スロー,12,0.6847,0.0534,0.5915,0,0.2298,0.5157,12,0,0
202508030612,サーナーティオン,1,差し,スロー,15,0.7155,0.1071,0.5830,0,0.2307,0.5155,6,0,0
202505050312,コムユンプリュム,4,先行,スロー,13,0.7358,0.1509,0.6127,1,0.2778,0.5155,8,0,0
202505020811,アスコリピチェーノ,1,差し,スロー,17,0.7583,0.1205,0.5110,0,0.2360,0.5147,1,1,1
202503020510,レイピア,1,先行,スロー,9,0.6986,0.0861,0.5663,1,0.2482,0.5136,1,1,1
202509020411,シックスペンス,1,先行,スロー,15,0.7895,0.0871,0.6217,1,0.2690,0.5131,7,0,0
202608020212,ジーティードレス,1,差し,スロー,7,0.6069,0.0548,0.4135,0,0.2004,0.5128,1,1,1
202509020407,テーオードラッカー,4,先行,ミドルスロー,10,0.6935,0.1110,0.6100,1,0.2360,0.5127,8,0,0
202505030509,ピックデムッシュ,1,差し,スロー,9,0.6969,0.1329,0.3913,0,0.2164,0.5127,2,0,1
202507030607,ジューンブレア,1,先行,スロー,17,0.7560,0.1625,0.6864,1,0.2518,0.5126,2,0,1
202508020910,オーロラエックス,2,差し,スロー,8,0.6371,0.1296,0.3046,0,0.2060,0.5120,3,0,1
202502010111,ジューンブレア,3,先行,ミドル,15,0.7369,0.0749,0.6514,1,0.2314,0.5115,2,0,1
202508020509,サダメ,4,差し,スロー,8,0.6212,0.0499,0.5870,0,0.2167,0.5106,5,0,0
202609010712,ソニックステップ,1,差し,ミドルスロー,8,0.6198,0.0981,0.5070,0,0.2159,0.5104,2,0,1
202508030808,メイショウヨゾラ,3,先行,スロー,12,0.7164,0.1588,0.7460,1,0.3024,0.5103,9,0,0
202508020112,ブリックワーク,1,先行,スロー,9,0.6452,0.0527,0.7091,1,0.2693,0.5102,1,1,1
202505010810,シヴァース,3,先行,スロー,12,0.7503,0.2069,0.6507,1,0.3132,0.5099,9,0,0
202509040710,シャイニングソード,1,追い込み,スロー,9,0.7190,0.1732,0.3331,0,0.2487,0.5085,3,0,1
202508010112,ケイデンシーマーク,1,差し,スロー,8,0.6517,0.0849,0.5943,0,0.2385,0.5082,4,0,0
202509040911,シャドウフューリー,3,差し,スロー,12,0.6804,0.1155,0.5143,0,0.2285,0.5082,2,0,1
202509020406,ウイントレメンデス,1,差し,スロー,11,0.6924,0.1018,0.5194,0,0.2183,0.5079,7,0,0
202503020507,ツーネサーン,4,差し,スロー,14,0.7265,0.1624,0.5787,0,0.2097,0.5079,6,0,0
202503020211,トレサフィール,1,逃げ,スロー,14,0.8150,0.2376,0.7294,1,0.3228,0.5075,6,0,0
202609010708,ヘザルフェン,4,差し,スロー,10,0.6701,0.0745,0.5636,0,0.2114,0.5074,3,0,1
202607010208,デルマケセラセラ,8,先行,スロー,12,0.6994,0.1068,0.8009,1,0.2732,0.5070,9,0,0
202505040812,フウセツ,1,先行,ミドル,13,0.7902,0.2197,0.6928,1,0.2956,0.5065,1,1,1
202508010407,ギマール,1,差し,ミドルスロー,10,0.7413,0.1580,0.5673,0,0.2563,0.5051,1,1,1
202504020808,イクリール,2,逃げ,スロー,9,0.7105,0.1542,0.7630,1,0.2709,0.5048,2,0,1
202509030310,フェンダー,1,差し,ミドル,16,0.7403,0.1074,0.6266,0,0.2274,0.5045,2,0,1
202505041009,ジュンツバメガエシ,3,差し,スロー,8,0.6540,0.0130,0.5110,0,0.2198,0.5045,2,0,1
202509020308,チェルノボーグ,2,差し,スロー,8,0.6403,0.0774,0.6221,0,0.2224,0.5037,2,0,1
202506050409,レディーミコノス,1,先行,スロー,12,0.6617,0.0831,0.6279,1,0.2100,0.5037,5,0,0
202506020809,ペリファーニア,1,差し,スロー,11,0.6831,0.0672,0.5378,0,0.2141,0.5035,11,0,0
202506040409,メイショウヨゾラ,2,先行,スロー,8,0.6371,0.0396,0.6715,1,0.2696,0.5029,3,0,1
202509010309,コルレオニス,2,先行,スロー,12,0.7127,0.1123,0.6718,1,0.2525,0.5023,7,0,0
202506020211,ソウルラッシュ,1,差し,スロー,16,0.7266,0.1199,0.4784,0,0.2201,0.5011,3,0,1
202503020111,アンゴラブラック,1,先行,スロー,16,0.7534,0.1636,0.6991,1,0.2490,0.5006,1,1,1
202510020110,バレルターン,3,差し,スロー,6,0.6127,0.0205,0.4929,0,0.1999,0.5004,3,0,1
202509010512,ルナビス,3,先行,ミドルスロー,10,0.6953,0.0983,0.6758,1,0.2498,0.5003,4,0,0
202510020807,ロストシークレット,1,差し,スロー,10,0.6647,0.1054,0.6141,0,0.2429,0.5003,5,0,0
202609010909,コリカンチャ,6,追い込み,スロー,8,0.6503,0.1188,0.4082,0,0.2257,0.5000,7,0,0
202502011007,ロートホルン,1,逃げ,スロー,14,0.7537,0.1799,0.8177,1,0.3100,0.4994,1,1,1
202506010810,アピーリングルック,2,先行,ミドルハイ,13,0.7521,0.1361,0.7050,1,0.2416,0.4992,1,1,1
202503020701,スピアヘッド,2,差し,スロー,8,0.6671,0.1443,0.4367,0,0.2185,0.4987,7,0,0
202507020608,ロットブラータ,3,先行,スロー,7,0.7099,0.3659,0.5824,1,0.1815,0.4985,3,0,1
202502010408,カルプスペルシュ,1,差し,スロー,11,0.6558,0.0479,0.6257,0,0.2142,0.4985,1,1,1
202505020809,コンテネレッツア,2,差し,スロー,9,0.6534,0.0712,0.4593,0,0.2168,0.4982,3,0,1
202502010912,アスゴッド,2,差し,ミドルスロー,12,0.7401,0.1692,0.5894,0,0.2097,0.4981,9,0,0
202502010211,ニジュウダンサー,3,差し,スロー,14,0.6943,0.0627,0.5047,0,0.2117,0.4975,4,0,0
202505041111,ブレイディヴェーグ,4,差し,スロー,14,0.7383,0.1163,0.4920,0,0.2297,0.4972,10,0,0
202605010112,アールヴィヴァン,2,差し,スロー,12,0.6884,0.0957,0.4247,0,0.2061,0.4968,1,1,1
202609020210,ミッキーゴールド,4,差し,スロー,11,0.7097,0.1296,0.5600,0,0.2503,0.4968,10,0,0
202506030106,ダノンミッション,1,先行,スロー,8,0.6960,0.1658,0.6371,1,0.1900,0.4955,2,0,1
202608020308,ヴァリディシームス,1,差し,スロー,8,0.6970,0.0828,0.4316,0,0.2265,0.4952,1,1,1
202509040409,エコロディノス,1,先行,スロー,9,0.7157,0.1997,0.6802,1,0.2576,0.4951,3,0,1
202501010212,オルフェスト,7,先行,スロー,8,0.6552,0.0942,0.5086,1,0.2474,0.4948,7,0,0
202509020306,アラナコア,4,差し,ミドル,7,0.6750,0.1929,0.5720,0,0.2402,0.4942,3,0,1
202510010505,ウン,3,差し,スロー,6,0.5641,0.1281,0.5461,0,0.2118,0.4937,1,1,1
202508020407,マーシーラン,3,差し,スロー,9,0.6122,0.0561,0.5042,0,0.1919,0.4937,2,0,1
202507010609,マーブルマウンテン,1,先行,ミドルスロー,16,0.8067,0.1889,0.7395,1,0.2751,0.4930,1,1,1
202509040311,グランヴィノス,1,差し,スロー,15,0.7145,0.0697,0.5217,0,0.2083,0.4925,2,0,1
202508020508,ストーンズ,1,差し,ミドル,8,0.6820,0.1656,0.4816,0,0.2270,0.4923,5,0,0
202508030409,パールフロント,4,差し,ミドルハイ,14,0.7991,0.1321,0.6585,0,0.2473,0.4920,9,0,0
202504040110,ファムエレガンテ,2,先行,ミドルハイ,15,0.7882,0.2104,0.6196,1,0.2385,0.4916,1,1,1
202509030309,ペガサスノース,4,先行,スロー,13,0.7230,0.1400,0.6713,1,0.2062,0.4914,8,0,0
202508040710,ヤブサメ,2,差し,スロー,12,0.6740,0.0837,0.5607,0,0.2109,0.4914,1,1,1
202507020511,ソノママソノママ,7,差し,スロー,11,0.6511,0.0479,0.4776,0,0.1986,0.4909,10,0,0
202508010510,セブンマジシャン,5,差し,スロー,9,0.6293,0.0861,0.4398,0,0.2035,0.4906,4,0,0
202506050112,ヴァンヴィーヴ,2,差し,スロー,13,0.7014,0.0657,0.5742,0,0.2324,0.4906,2,0,1
202507040308,ニュークレド,1,追い込み,スロー,8,0.6988,0.1066,0.2909,0,0.2214,0.4905,2,0,1
202506020309,レッドテリオス,2,追い込み,スロー,10,0.7038,0.1903,0.3244,0,0.2279,0.4903,3,0,1
202505020709,ルージュスエルテ,5,差し,スロー,9,0.6387,0.0736,0.4144,0,0.1961,0.4901,8,0,0
202506050710,ジューンベロシティ,3,先行,スロー,10,0.6717,0.0848,0.5980,1,0.2462,0.4901,4,0,0
202506050808,ジェイエルマスター,2,追い込み,ミドルハイ,13,0.8120,0.0887,0.6064,0,0.2674,0.4898,1,1,1
202508040805,アナゴサン,4,先行,スロー,8,0.6299,0.1164,0.6163,1,0.2617,0.4893,4,0,0
202609010209,シャンパンライフ,2,差し,スロー,10,0.6458,0.0713,0.3545,0,0.1814,0.4883,4,0,0
202608020210,ライトトラック,3,差し,スロー,8,0.6468,0.0727,0.4999,0,0.2119,0.4882,7,0,0
202510010611,メイショウシンタケ,7,差し,スロー,11,0.6725,0.1025,0.4887,0,0.2158,0.4879,11,0,0
202503020810,ユキワリザクラ,1,差し,スロー,10,0.6704,0.1449,0.4842,0,0.1842,0.4879,1,1,1
202505050307,エリカマユーリ,1,差し,ミドルスロー,16,0.7617,0.1243,0.6982,0,0.2384,0.4879,1,1,1
202508040210,ルディック,1,先行,ミドル,12,0.7380,0.1030,0.6186,1,0.2504,0.4875,5,0,0
202509020210,オーロラエックス,1,差し,スロー,12,0.6831,0.1058,0.5070,0,0.2146,0.4873,12,0,0
202505040310,シャンパンポップ,1,差し,スロー,16,0.7036,0.0493,0.5994,0,0.2098,0.4871,1,1,1
202506020404,ウイングランブルー,10,先行,スロー,6,0.5589,0.0667,0.5268,1,0.2197,0.4869,3,0,1
202502010509,アルマロクザン,7,差し,ミドルスロー,8,0.6599,0.0291,0.5653,0,0.2170,0.4863,8,0,0
202605010609,ダノンセンチュリー,2,差し,スロー,16,0.7384,0.1037,0.4845,0,0.2073,0.4863,1,1,1
202609020109,グランドオーパス,1,先行,スロー,7,0.6956,0.3150,0.6366,1,0.1909,0.4861,2,0,1
202501010808,ディアウス,1,先行,ミドルハイ,13,0.7626,0.1643,0.6956,1,0.2503,0.4853,1,1,1
202509050212,チューラワンサ,2,差し,スロー,17,0.6989,0.1067,0.4956,0,0.2038,0.4851,1,1,1
202505040408,アロンズロッド,1,差し,スロー,11,0.6933,0.1236,0.4880,0,0.2217,0.4841,1,1,1
202508020408,ラレーヌデリス,7,追い込み,スロー,7,0.6445,0.1093,0.3013,0,0.2115,0.4837,6,0,0
202606020210,ソーダーンライト,1,先行,スロー,15,0.7223,0.0905,0.7245,1,0.2189,0.4833,1,1,1
202510020112,ディーエストッキー,6,差し,スロー,14,0.6899,0.1113,0.5881,0,0.2173,0.4831,2,0,1
202505040309,ダノンホイットニー,2,差し,スロー,10,0.6596,0.0938,0.4885,0,0.2169,0.4831,1,1,1
202501010309,クインズスピカ,3,差し,スロー,10,0.6495,0.0916,0.4372,0,0.1928,0.4829,3,0,1
202605010810,アスクセクシーモア,10,差し,スロー,14,0.6797,0.0311,0.4888,0,0.1939,0.4826,3,0,1
202504030411,ブレイディヴェーグ,3,差し,スロー,16,0.7922,0.1661,0.4770,0,0.2119,0.4823,6,0,0
202509040109,グランキングオー,4,差し,ミドルスロー,9,0.6433,0.0855,0.5951,0,0.2053,0.4823,3,0,1
202508020609,シャイニングソード,1,追い込み,スロー,14,0.7920,0.1890,0.3742,0,0.2534,0.4820,2,0,1
202508010708,ジュンヴァンケット,2,差し,スロー,9,0.6315,0.0691,0.5194,0,0.1960,0.4818,2,0,1
202502010407,シホリーン,1,差し,スロー,11,0.7108,0.1278,0.5598,0,0.1992,0.4815,9,0,0
202507030508,ニュークレド,1,追い込み,スロー,7,0.6907,0.1545,0.2162,0,0.2000,0.4809,5,0,0
202505020911,ビダーヤ,1,差し,ミドルスロー,16,0.7637,0.0738,0.6580,0,0.2190,0.4800,1,1,1
202509020811,ナムラアトム,2,差し,スロー,11,0.6293,0.0033,0.5119,0,0.1817,0.4797,1,1,1
202510010208,テイクザクラウン,8,追い込み,スロー,13,0.7242,0.1502,0.3839,0,0.2358,0.4793,10,0,0
202506030311,トロヴァトーレ,1,差し,ミドルスロー,13,0.6753,0.0424,0.6680,0,0.2155,0.4792,1,1,1
202505010108,キャネル,1,差し,スロー,11,0.6695,0.0804,0.5825,0,0.2190,0.4788,8,0,0
202610010809,マトラコーニッシュ,2,追い込み,スロー,7,0.6760,0.1684,0.3160,0,0.2232,0.4788,1,1,1
202505020610,シルトホルン,3,差し,スロー,10,0.6225,0.0958,0.5981,0,0.2180,0.4787,5,0,0
202505050609,アロンズロッド,1,差し,スロー,12,0.7007,0.0782,0.5200,0,0.2055,0.4782,2,0,1
202505010811,コスタノヴァ,2,先行,ハイ,16,0.7941,0.1303,0.8141,0,0.2420,0.4780,1,1,1
202508020807,ポルトドール,1,差し,ミドルスロー,10,0.6899,0.0944,0.4853,0,0.2019,0.4780,5,0,0
202501010310,ルクスジニア,1,先行,スロー,14,0.7141,0.1055,0.7018,1,0.2180,0.4779,3,0,1
202508030509,テーオーライマン,2,差し,ミドルスロー,12,0.7596,0.1281,0.5429,0,0.2244,0.4778,3,0,1
202606010612,ヴァンヴィーヴ,1,差し,スロー,16,0.6920,0.0466,0.4769,0,0.1889,0.4775,2,0,1
202507050212,メイショウアイル,5,先行,スロー,10,0.6832,0.0616,0.6512,1,0.2499,0.4770,3,0,1
202506030610,ヤマニンガラッシア,6,先行,スロー,10,0.6726,0.1183,0.5552,1,0.2315,0.4767,3,0,1
202609010812,モーニングマジック,1,差し,ミドル,13,0.7230,0.1078,0.6005,0,0.2209,0.4764,2,0,1
202501010410,ヴァンヴィーヴ,2,差し,スロー,13,0.7058,0.0731,0.4471,0,0.1896,0.4760,6,0,0
202506050511,カピリナ,8,差し,スロー,16,0.7052,0.1180,0.5593,0,0.2168,0.4752,6,0,0
202608020611,エコロディノス,3,先行,スロー,12,0.6987,0.1046,0.6739,1,0.2527,0.4746,3,0,1
202608020408,マリノトニトゥルス,5,先行,スロー,13,0.6433,0.0539,0.7873,1,0.2175,0.4745,7,0,0
