race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
201604030101,障害,,2850,障害,良,1,4,5,ルートヴィヒコード,牡4,60,小坂忠士,3:09.1,,7-7-6-6,13.3,1.4,1,468(0),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,2,3,4,ピースメーカー,牡5,60,平沢健治,3:09.3,1.1/4,5-6-3-3,13.3,26.6,6,486(+4),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,3,7,12,サウンドギャツビー,牡4,60,植野貴也,3:09.7,2.1/2,3-3-3-4,13.3,35.7,8,508(+14),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,4,5,8,サンディアタッチ,牝4,58,五十嵐雄,3:09.7,ハナ,9-9-8-8,13.3,7.9,2,466(+2),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,5,5,7,スズカプリティー,牝5,58,大庭和弥,3:10.0,1.3/4,1-1-1-1,13.3,55.2,9,478(-14),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,6,7,11,ウインスプラッシュ,牡5,60,北沢伸也,3:10.1,3/4,2-2-3-4,13.3,32.3,7,516(+12),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,7,2,2,テイエムオドロキ,牝5,58,佐久間寛,3:10.5,2.1/2,7-7-9-8,13.4,16.3,5,464(-2),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,8,4,6,プレスリー,牡5,60,蓑島靖典,3:10.5,クビ,3-3-2-2,13.4,8.9,3,498(-2),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,9,3,3,ソウダイショウ,牡3,58,山本康志,3:10.7,1.1/4,5-5-6-6,13.4,122.8,12,456(-2),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
201604030101,障害,,2850,障害,良,10,6,10,カゼノドリーム,牡4,60,上野翔,3:12.2,9,13-12-11-11,13.5,95.3,11,462(+6),2016,04,03,01,01,5:140,5:110|4:460|12:380,4 - 5:1860,5 → 4:2550,4 - 5:750|5 - 12:880|4 - 12:4340,4 - 5 - 12:13970,5 → 4 → 12:51780
