race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
201801010101,,,1800,芝,良,1,1,1,コントラチェック,牝2,54,ルメール,1:50.1,,1-1-1-1,35.2,1.1,1,458(+4),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010101,,,1800,芝,良,2,6,6,ブラックウォーリア,牡2,54,岩田康誠,1:51.3,7,2-2-2-2,36.1,7.6,2,488(+6),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010101,,,1800,芝,良,3,3,3,テングレート,牡2,54,丸山元気,1:51.4,1/2,3-3-3-3,35.8,8.3,3,480(-6),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010101,,,1800,芝,良,4,4,4,イチザテイオー,牡2,54,松岡正海,1:52.3,5,4-4-4-4,36.3,46.7,5,460(-8),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010101,,,1800,芝,良,5,5,5,トーセンイマジン,牡2,52,横山武史,1:53.5,7,5-5-6-6,37.1,39.8,4,470(-8),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010101,,,1800,芝,良,6,2,2,ロングファイナリー,牡2,54,古川吉洋,1:54.0,3,6-5-4-5,38.0,50.8,6,468(-12),2018,01,01,01,01,1:110,1:100|6:130,1 - 6:180,1 → 6:210,1 - 6:110|1 - 3:110|3 - 6:150,1 - 3 - 6:160,1 → 6 → 3:330
201801010102,,,1000,ダート,良,1,3,3,タイセイパルフェ,牝3,54,モレイラ,0:59.9,,7-7,35.6,2.1,1,456(-6),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,2,6,7,アップティルナウ,牝3,54,岩田康誠,0:59.9,クビ,2-2,36.1,3.6,2,470(0),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,3,5,5,イナンナ,牝3,54,長岡禎仁,1:00.0,3/4,1-1,36.2,113.9,10,462(+14),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,4,7,10,ノーブルキッス,牝3,52,横山武史,1:00.0,ハナ,12-11,35.0,29.4,7,408(-4),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,5,6,8,ダノンチェリー,牝3,54,小崎綾也,1:00.1,1/2,5-5,35.9,9.9,4,458(-10),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,6,7,9,シゲルトウガラシ,牝3,54,勝浦正樹,1:00.2,クビ,11-8,35.4,183.7,12,442(0),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,7,8,12,ネオヴォイス,牝3,54,ルメール,1:00.3,3/4,2-3,36.4,5.3,3,440(-8),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,8,8,11,グノーシス,牝3,54,城戸義政,1:01.2,5,9-10,36.7,37.6,8,456(+2),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
201801010102,,,1000,ダート,良,9,4,4,リリーコサージュ,牝3,54,丸山元気,1:01.4,1.1/4,5-5,37.3,12.4,5,476(+2),2018,01,01,01,02,3:210,3:110|7:110|5:770,3 - 7:420,3 → 7:700,3 - 7:190|3 - 5:1960|5 - 7:2320,3 - 5 - 7:5950,3 → 7 → 5:17950
