race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
201901010101,,,1800,芝,良,1,1,1,ゴルコンダ,牡2,54,ルメール,1:48.3,,1-1-1-1,36.5,1.4,1,518(-16),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,2,3,3,プントファイヤー,牡2,54,岩田康誠,1:50.1,大,2-2-2-2,38.2,3.5,2,496(-8),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,3,4,4,ラグリマスネグラス,牡2,51,団野大成,1:50.9,5,2-4-3-3,38.8,46.6,6,546(+6),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,4,8,9,キタノコドウ,牡2,51,菅原明良,1:51.5,3.1/2,8-8-8-7,38.5,56.8,7,458(-8),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,5,5,5,ネモフィラブルー,牡2,54,川島信二,1:51.7,1.1/2,5-6-6-6,38.9,140.3,9,436(0),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,6,8,8,マイネルラクスマン,牡2,54,丹内祐次,1:52.1,2.1/2,5-2-3-3,40.1,9.7,3,480(+8),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,7,2,2,サンモンテベロ,牝2,54,黛弘人,1:52.5,2.1/2,7-8-7-7,39.6,114.7,8,450(+2),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,8,7,7,エスカレーション,牝2,54,藤岡佑介,1:52.5,アタマ,8-6-8-9,39.5,26.1,5,448(-4),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010101,,,1800,芝,良,9,6,6,セイウンジュリア,牝2,54,池添謙一,1:52.6,クビ,4-5-5-5,40.3,16.4,4,470(0),2019,01,01,01,01,1:140,1:110|3:110|4:470,1 - 3:190,1 → 3:290,1 - 3:120|1 - 4:840|3 - 4:1100,1 - 3 - 4:1610,1 → 3 → 4:3560
201901010102,,,1000,ダート,良,1,7,7,イエスサンキュー,牝3,54,加藤祥太,0:59.2,,3-2,35.7,4.3,4,492(+2),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,2,1,1,ユキエチャン,牝3,53,横山武史,0:59.4,1.1/4,8-7,34.6,19.8,6,474(+4),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,3,6,6,キョウエイメサイア,牝3,54,松岡正海,0:59.5,3/4,1-1,36.2,13.9,5,456(0),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,4,8,8,サウンドシュリット,牝3,54,松田大作,0:59.8,2,2-2,36.4,27.2,8,452(+6),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,5,4,4,ローマノキュウジツ,牝3,51,団野大成,1:00.0,1,3-4,36.4,4.1,2,490(-2),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,6,3,3,プリモパンサー,牝3,51,菅原明良,1:00.0,アタマ,7-7,35.4,27.0,7,446(-8),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,7,2,2,ローブドール,牝3,54,ルメール,1:00.2,1.1/4,6-5,36.3,2.9,1,426(-6),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010102,,,1000,ダート,良,8,5,5,カーヴィー,牝3,54,藤岡康太,1:00.3,1/2,5-6,36.6,4.2,3,432(0),2019,01,01,01,02,7:430,7:180|1:500|6:400,1 - 7:2780,7 → 1:3980,1 - 7:910|6 - 7:860|1 - 6:3110,1 - 6 - 7:11360,7 → 1 → 6:41370
201901010103,,,2400,ダート,良,1,2,2,リヴィエラ,牡3,56,柴山雄一,2:34.6,,5-5-5-5,38.1,4.5,3,494(-6),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
201901010103,,,2400,ダート,良,2,6,6,オウケンランボー,牡3,56,岩田康誠,2:34.7,1/2,8-8-3-3,38.7,3.6,1,518(+3),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
201901010103,,,2400,ダート,良,3,8,11,エイシンフォーラン,牡3,56,菱田裕二,2:35.0,2,2-2-1-1,39.4,14.0,7,484(+2),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
201901010103,,,2400,ダート,良,4,8,10,ロズ,牝3,54,荻野極,2:35.3,2,7-7-5-6,38.9,59.1,11,432(-4),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
201901010103,,,2400,ダート,良,5,5,5,スキンズマッチ,牡3,56,国分恭介,2:35.7,2.1/2,3-3-4-4,39.5,6.4,4,432(-2),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
201901010103,,,2400,ダート,良,6,4,4,シナリオライン,牡3,56,丹内祐次,2:36.0,1.3/4,9-8-2-2,40.4,57.6,10,500(-2),2019,01,01,01,03,2:450,2:150|6:140|11:420,2 - 6:800,2 → 6:1750,2 - 6:330|2 - 11:1090|6 - 11:1020,2 - 6 - 11:3750,2 → 6 → 11:15350
