race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
201704030101,障害,,2850,障害,良,1,5,8,カタヨクノテンシ,牡4,60,黒岩悠,3:06.8,,6-3-2-1,13.1,4.7,3,502(+2),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,2,3,4,デュアルメジャー,セ5,60,草野太郎,3:06.8,クビ,1-5-5-5,13.1,4.3,2,476(0),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,3,3,3,ショウナンアリスト,牡3,58,金子光希,3:06.9,1/2,9-5-3-3,13.1,2.6,1,498(+10),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,4,5,7,ティナカヌメ,牝3,56,五十嵐雄,3:07.4,3,2-2-1-2,13.2,17.4,6,460(-4),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,5,1,1,ブルベアリンクス,牡3,58,植野貴也,3:07.5,クビ,4-3-3-3,13.2,10.8,5,472(+4),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,6,4,5,ワールドリースター,牡5,60,佐久間寛,3:08.5,6,10-9-6-6,13.2,7.7,4,468(+4),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,7,8,14,マーズアタック,牝4,58,小野寺祐,3:09.3,5,6-7-8-7,13.3,23.7,7,464(-8),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,8,7,12,アウアウ,牝4,58,山本康志,3:11.3,大,2-1-6-8,13.4,25.9,8,504(+4),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,9,8,13,ナイスワン,牡4,60,小坂忠士,3:11.4,1/2,4-7-9-9,13.4,51.9,9,456(+12),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
201704030101,障害,,2850,障害,良,10,7,11,タカラキングダム,セ3,58,大江原圭,3:12.3,5,11-11-10-10,13.5,90.3,11,464(+8),2017,04,03,01,01,8:470,8:130|4:130|3:110,4 - 8:1280,8 → 4:2370,4 - 8:380|3 - 8:250|3 - 4:280,3 - 4 - 8:890,8 → 4 → 3:6050
