race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,調教師,調教タイム,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202501010101,,,1200,芝,良,1,3,3,ショウナンカリス,牝2,55,北村友一,1:08.9,,6-5,34.1,4.8,3,408(+4),加藤士津,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,2,4,4,ファニーバニー,牝2,55,鮫島克駿,1:09.1,1.1/4,2-2,34.8,2.4,1,428(+4),杉山佳明,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,3,2,2,ハルヒメ,牝2,52,小林美駒,1:09.1,ハナ,1-1,34.9,4.2,2,388(-14),矢嶋大樹,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,4,6,7,カンレイスター,牝2,55,荻野琢真,1:09.9,5,4-3,35.4,46.9,8,434(-8),矢野英一,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,5,8,12,ココソラーレ,牝2,52,鷲頭虎太,1:10.1,1.1/4,3-3,35.7,77.1,10,424(-4),天間昭一,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,6,8,11,ストームサンダー,牡2,55,丹内祐次,1:10.2,1/2,4-5,35.7,10.0,5,454(-2),安達昭夫,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,7,7,10,サンタカリス,牝2,55,黛弘人,1:10.2,アタマ,11-10,34.8,92.1,11,436(+8),秋山真一,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,8,6,8,トーセンクリステル,牝2,52,舟山瑠泉,1:10.4,1.1/2,9-7,35.3,74.4,9,460(0),杉浦宏昭,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,9,5,5,モズプリフォール,牡2,55,佐々木大,1:10.4,ハナ,7-7,35.5,5.5,4,488(-2),矢作芳人,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,10,7,9,オンマイビート,牡2,52,和田陽希,1:10.6,3/4,9-10,35.4,109.3,12,450(+8),松山将樹,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,11,5,6,ナムラシンジロー,牡2,52,古川奈穂,1:11.1,3,7-7,36.1,41.2,7,426(+6),羽月友彦,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010101,,,1200,芝,良,12,1,1,セイウンダイフク,牡2,55,池添謙一,1:11.4,1.3/4,12-12,35.1,36.9,6,428(-6),宮本博,,2025,01,01,01,01,3:480,3:130|4:110|2:140,3 - 4:640,3 → 4:1500,3 - 4:240|2 - 3:360|2 - 4:260,2 - 3 - 4:750,3 → 4 → 2:4960
202501010102,,,1000,ダート,良,1,7,9,エンジェルラダー,牝3,55,佐々木大,0:59.5,,2-2,36.0,1.6,1,488(+2),木村哲也,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,2,2,2,タイセイアビリティ,牡3,57,斎藤新,0:59.5,アタマ,6-6,35.6,12.0,4,472(-4),小林真也,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,3,8,12,ラピルスイメル,牝3,52,古川奈穂,0:59.6,クビ,5-3,35.9,9.9,3,504(0),小崎憲,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,4,6,8,サツキレジーナ,牝3,55,古川吉洋,0:59.6,クビ,11-10,35.3,31.6,6,418(-6),石栗龍彦,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,5,5,5,レイアポポ,牝3,55,丹内祐次,1:00.0,2.1/2,3-3,36.4,13.2,5,462(-6),青木孝文,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,6,5,6,サラサエンペラー,牡3,57,黛弘人,1:00.1,クビ,10-8,35.9,208.3,11,468(-4),村田一誠,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,7,4,4,キャットデイ,牝3,55,川又賢治,1:00.2,3/4,3-3,36.6,47.5,10,424(-4),吉村圭司,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,8,7,10,タイセイルーマー,牝3,55,鮫島克駿,1:00.3,1/2,8-7,36.2,43.8,8,466(+2),斎藤誠,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,9,1,1,ユウグレ,牝3,52,舟山瑠泉,1:00.7,2.1/2,6-8,36.8,35.9,7,440(-12),宮田敬介,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,10,6,7,コッコラーレ,牝3,52,小林美駒,1:00.8,クビ,1-1,37.4,4.0,2,484(-2),鈴木孝志,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,11,8,11,グランヴァルール,牝3,52,柴田裕一,1:00.9,1/2,11-11,36.6,297.0,12,462(-12),千葉直人,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010102,,,1000,ダート,良,12,3,3,グロリオン,牡3,54,森田誠也,1:00.9,クビ,8-11,36.8,46.9,9,478(-12),牧田和弥,,2025,01,01,01,02,9:160,9:110|2:190|12:170,2 - 9:820,9 → 2:960,2 - 9:330|9 - 12:340|2 - 12:1130,2 - 9 - 12:1610,9 → 2 → 12:5000
202501010103,,,1700,ダート,良,1,7,12,ディアウス,牡3,57,北村友一,1:45.6,,1-1-1-1,38.5,2.0,1,452(+4),吉岡辰弥,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,2,8,13,ジョードリウム,牡3,57,丹内祐次,1:45.9,1.3/4,2-2-2-2,38.8,10.4,4,506(-10),清水久詞,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,3,4,5,オオタチ,牡3,57,横山武史,1:46.3,2,8-9-8-6,38.3,3.9,2,450(-4),久保田貴,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,4,3,4,ネトル,牝3,55,斎藤新,1:46.7,2.1/2,4-4-4-3,39.2,36.7,9,396(0),高橋康之,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,5,8,14,オロパタジン,牡3,54,小林美駒,1:47.2,3,3-3-3-3,39.9,19.8,7,466(-4),相沢郁,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,6,6,9,キンセンオー,牡3,54,和田陽希,1:47.4,1.1/4,4-5-6-8,39.6,20.9,8,486(0),中尾秀正,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,7,7,11,ファジーロップ,牝3,55,佐々木大,1:47.4,クビ,8-8-6-6,39.7,7.1,3,450(-8),吉岡辰弥,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
202501010103,,,1700,ダート,良,8,2,2,ジーティートゥルー,牡3,57,黛弘人,1:47.5,クビ,12-11-10-9,39.3,18.6,6,444(-4),田島俊明,,2025,01,01,01,03,12:200,12:110|13:230|5:120,12 - 13:1020,12 → 13:1420,12 - 13:430|5 - 12:180|5 - 13:600,5 - 12 - 13:1150,12 → 13 → 5:4450
