race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202101020701,,,1200,芝,良,1,8,8,プラソン,牝2,54,藤岡佑介,1:10.0,,3-3,35.0,4.3,3,430(0),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,2,6,6,パスポートチェック,牡2,54,ルメール,1:10.2,1.1/4,2-2,35.4,2.3,1,498(0),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,3,2,2,カルネアサーダ,牝2,51,西谷凜,1:10.4,3/4,3-4,35.3,19.2,5,438(+6),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,4,3,3,バイハリウッド,牡2,54,横山和生,1:10.6,1.1/4,1-1,35.9,3.4,2,480(+8),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,5,7,7,ブローヴェイス,牡2,52,秋山稔樹,1:10.7,3/4,8-8,35.0,30.6,6,416(0),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,6,4,4,アップトゥザナイン,牡2,53,亀田温心,1:10.7,ハナ,5-4,35.4,149.9,9,454(0),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,7,5,5,テンメジャーガール,牝2,51,小沢大仁,1:10.9,1.1/2,9-9,35.0,7.6,4,478(+6),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,8,8,9,ラブストーリー,牝2,54,和田竜二,1:10.9,クビ,6-6,35.4,140.6,8,438(-2),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020701,,,1200,芝,良,9,1,1,テーオーロワ,牡2,53,泉谷楓真,1:11.9,6,6-6,36.5,136.9,7,482(-2),2021,01,02,07,01,8:430,8:140|6:110|2:340,6 - 8:530,8 → 6:1250,6 - 8:250|2 - 8:510|2 - 6:700,2 - 6 - 8:1880,8 → 6 → 2:7560
202101020702,,,1700,ダート,良,1,6,7,コスモルーテウス,牡2,54,丹内祐次,1:46.7,,5-3-4-2,38.4,3.4,2,448(+6),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,2,1,1,コパノニコルソン,牡2,53,亀田温心,1:46.8,1/2,1-1-1-1,38.7,7.2,4,500(-2),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,3,7,9,ワカミヤプレスト,牡2,54,勝浦正樹,1:48.3,9,9-8-2-2,40.1,144.7,11,498(-6),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,4,5,5,スマイルバック,牝2,54,横山和生,1:48.5,1,11-10-10-4,39.6,15.0,6,460(-4),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,5,7,10,コスモガラクシア,牡2,54,柴田大知,1:48.6,3/4,7-7-7-8,39.9,6.0,3,478(+10),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,6,4,4,フクノラヴァル,牡2,51,小沢大仁,1:48.7,1/2,5-5-7-4,40.0,86.8,9,480(+2),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,7,5,6,エムティゲラン,牡2,51,小林凌大,1:49.1,2.1/2,9-10-11-10,39.9,21.5,7,440(-4),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,8,2,2,セイウンプラチナ,牡2,54,武豊,1:49.2,クビ,8-8-7-6,40.5,3.0,1,480(+4),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,9,3,3,クアトロフォンテ,牡2,54,団野大成,1:50.7,9,2-2-2-6,42.5,109.7,10,464(-6),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,10,6,8,メルト,牡2,54,的場勇人,1:50.8,1/2,3-3-4-10,42.4,13.0,5,486(0),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,11,8,11,ラインラペーシュ,牝2,52,秋山稔樹,1:50.8,クビ,12-12-12-12,40.8,376.2,12,454(-2),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020702,,,1700,ダート,良,12,8,12,ナムラビバ,牝2,54,菊沢一樹,1:52.2,8,4-5-4-8,43.9,23.4,8,484(-6),2021,01,02,07,02,7:340,7:140|1:180|9:1700,1 - 7:960,7 → 1:1500,1 - 7:360|7 - 9:5240|1 - 9:7350,1 - 7 - 9:28170,7 → 1 → 9:80320
202101020703,,,2000,芝,良,1,5,9,ヴィトーリア,牡3,56,武豊,2:01.5,,11-11-11-9,36.3,10.5,5,440(+2),2021,01,02,07,03,9:1050,9:370|3:480|7:1610,3 - 9:9310,9 → 3:13220,3 - 9:1960|7 - 9:7900|3 - 7:10330,3 - 7 - 9:157090,9 → 3 → 7:719460
202101020703,,,2000,芝,良,2,2,3,メイショウシンウチ,牡3,53,小沢大仁,2:01.6,3/4,4-4-4-4,36.9,16.1,6,488(-2),2021,01,02,07,03,9:1050,9:370|3:480|7:1610,3 - 9:9310,9 → 3:13220,3 - 9:1960|7 - 9:7900|3 - 7:10330,3 - 7 - 9:157090,9 → 3 → 7:719460
202101020703,,,2000,芝,良,3,4,7,ハンター,牡3,56,勝浦正樹,2:01.7,3/4,6-7-7-7,36.9,80.6,14,446(-8),2021,01,02,07,03,9:1050,9:370|3:480|7:1610,3 - 9:9310,9 → 3:13220,3 - 9:1960|7 - 9:7900|3 - 7:10330,3 - 7 - 9:157090,9 → 3 → 7:719460
202101020703,,,2000,芝,良,4,7,13,アンフィニ,牝3,54,古川吉洋,2:02.0,1.1/2,3-3-3-2,37.6,52.8,13,466(0),2021,01,02,07,03,9:1050,9:370|3:480|7:1610,3 - 9:9310,9 → 3:13220,3 - 9:1960|7 - 9:7900|3 - 7:10330,3 - 7 - 9:157090,9 → 3 → 7:719460
202101020703,,,2000,芝,良,5,1,1,コンフィアンス,牝3,54,丹内祐次,2:02.0,ハナ,16-16-16-14,36.1,17.8,7,452(0),2021,01,02,07,03,9:1050,9:370|3:480|7:1610,3 - 9:9310,9 → 3:13220,3 - 9:1960|7 - 9:7900|3 - 7:10330,3 - 7 - 9:157090,9 → 3 → 7:719460
