race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202104010101,,,1200,ダート,良,1,5,9,テオドラ,牝3,53,亀田温心,1:12.9,,4-4,37.4,7.6,4,466(+10),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,2,5,8,サイモンルピナス,牝3,54,吉田隼人,1:13.1,1.1/4,3-3,38.0,3.4,2,430(-4),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,3,7,13,セリシア,牝3,54,鮫島克駿,1:13.5,2.1/2,2-1,38.6,2.8,1,446(-14),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,4,8,14,メイショウミズモ,牝3,54,西村淳也,1:13.9,2.1/2,8-10,38.1,4.9,3,426(0),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,5,3,4,リゾートタイム,牝3,53,斎藤新,1:14.4,2.1/2,8-8,38.6,83.7,9,442(-16),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,6,6,10,エブリーエックス,牝3,54,勝浦正樹,1:14.4,クビ,14-14,37.2,133.3,15,502(0),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,7,4,6,シルミーヌ,牝3,54,菊沢一樹,1:14.5,クビ,7-6,38.9,103.5,12,440(-6),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,8,2,3,マコトヴァンセンヌ,牝3,53,富田暁,1:14.5,クビ,1-2,39.6,23.5,7,442(-4),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,9,4,7,アラベスクパンシェ,牝3,50,古川奈穂,1:14.7,1.1/4,11-13,38.6,93.9,10,478(+4),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,10,3,5,ダンツアスカ,牝3,52,泉谷楓真,1:15.0,1.3/4,11-10,38.9,100.2,11,444(+6),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,11,1,1,キッズリッカリッカ,牝3,54,丹内祐次,1:15.6,3.1/2,4-5,40.2,18.8,6,502(+2),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,12,2,2,マントゥノン,牝3,53,菅原明良,1:15.8,3/4,11-10,39.7,114.7,13,446(+2),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
202104010101,,,1200,ダート,良,13,6,11,マラムコーブ,牝3,51,松本大輝,1:15.8,アタマ,4-6,40.3,12.1,5,424(0),2021,04,01,01,01,9:760,9:210|8:120|13:150,8 - 9:1160,9 → 8:2580,8 - 9:430|9 - 13:430|8 - 13:220,8 - 9 - 13:990,9 → 8 → 13:8350
