race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,調教師,調教タイム,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202401010101,,,1200,芝,良,1,5,5,ポッドベイダー,牡2,55,佐々木大,1:08.8,,1-1,33.9,1.2,1,462(-2),上原佑紀,,2024,01,01,01,01,5:120,5:100|2:240,2 - 5:450,5 → 2:610,2 - 5:190|3 - 5:150|2 - 3:440,2 - 3 - 5:620,5 → 2 → 3:1560
202401010101,,,1200,芝,良,2,2,2,ニシノクードクール,牝2,55,武藤雅,1:09.1,1.3/4,2-2,34.1,10.2,4,452(-2),武藤善則,,2024,01,01,01,01,5:120,5:100|2:240,2 - 5:450,5 → 2:610,2 - 5:190|3 - 5:150|2 - 3:440,2 - 3 - 5:620,5 → 2 → 3:1560
202401010101,,,1200,芝,良,3,3,3,ロードヴェルト,牡2,55,横山武史,1:09.4,1.3/4,3-3,34.0,7.9,3,416(+6),牧浦充徳,,2024,01,01,01,01,5:120,5:100|2:240,2 - 5:450,5 → 2:610,2 - 5:190|3 - 5:150|2 - 3:440,2 - 3 - 5:620,5 → 2 → 3:1560
202401010101,,,1200,芝,良,4,1,1,ルージュアマリア,牝2,55,永野猛蔵,1:10.0,3.1/2,5-5,34.4,5.9,2,410(+6),黒岩陽一,,2024,01,01,01,01,5:120,5:100|2:240,2 - 5:450,5 → 2:610,2 - 5:190|3 - 5:150|2 - 3:440,2 - 3 - 5:620,5 → 2 → 3:1560
202401010101,,,1200,芝,良,5,4,4,ロードヴァルカン,牡2,54,角田大河,1:10.1,クビ,3-3,34.7,21.3,5,438(-2),中村直也,,2024,01,01,01,01,5:120,5:100|2:240,2 - 5:450,5 → 2:610,2 - 5:190|3 - 5:150|2 - 3:440,2 - 3 - 5:620,5 → 2 → 3:1560
202401010102,,,1000,ダート,良,1,2,2,タミゼ,牝3,55,北村友一,0:59.5,,3-3,35.5,3.9,2,474(-2),平田修,,2024,01,01,01,02,2:390,2:170|6:260|8:800,2 - 6:1520,2 → 6:2520,2 - 6:680|2 - 8:1660|6 - 8:3850,2 - 6 - 8:12550,2 → 6 → 8:42910
202401010102,,,1000,ダート,良,2,5,6,タマモアルタイル,牡3,57,武豊,1:00.0,3,5-3,35.9,9.4,6,494(+4),水野貴広,,2024,01,01,01,02,2:390,2:170|6:260|8:800,2 - 6:1520,2 → 6:2520,2 - 6:680|2 - 8:1660|6 - 8:3850,2 - 6 - 8:12550,2 → 6 → 8:42910
202401010102,,,1000,ダート,良,3,6,8,ウィスピースノー,牝3,54,角田大河,1:00.1,クビ,8-8,35.3,44.4,9,434(0),今野貞一,,2024,01,01,01,02,2:390,2:170|6:260|8:800,2 - 6:1520,2 → 6:2520,2 - 6:680|2 - 8:1660|6 - 8:3850,2 - 6 - 8:12550,2 → 6 → 8:42910
202401010102,,,1000,ダート,良,4,6,7,スキーサンダー,牝3,52,小林勝太,1:00.1,クビ,2-2,36.2,3.9,1,474(-2),辻哲英,,2024,01,01,01,02,2:390,2:170|6:260|8:800,2 - 6:1520,2 → 6:2520,2 - 6:680|2 - 8:1660|6 - 8:3850,2 - 6 - 8:12550,2 → 6 → 8:42910
202401010102,,,1000,ダート,良,5,7,10,ゴールドタリスマン,牝3,55,武藤雅,1:00.2,クビ,6-6,35.8,90.0,10,424(+8),稲垣幸雄,,2024,01,01,01,02,2:390,2:170|6:260|8:800,2 - 6:1520,2 → 6:2520,2 - 6:680|2 - 8:1660|6 - 8:3850,2 - 6 - 8:12550,2 → 6 → 8:42910
