race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202104010701,,,1800,ダート,重,1,1,1,スマートパルフェ,牝3,54,西村淳也,1:52.5,,1-1-1-1,38.3,15.1,6,430(-4),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,2,6,10,メッザノッテ,牝3,54,荻野琢真,1:53.6,7,2-2-2-2,39.3,3.1,1,452(0),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,3,3,5,テイエムユキマイ,牝3,54,丸田恭介,1:53.9,1.1/2,15-15-11-10,38.3,55.1,9,438(+4),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,4,6,11,ウインジュノー,牝3,54,丹内祐次,1:54.0,1/2,13-12-13-13,37.9,88.3,10,508(-2),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,5,4,7,テーオーラターシュ,牝3,53,亀田温心,1:54.1,1/2,4-3-3-3,39.5,6.2,3,472(0),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,6,4,6,キアヌマウナ,牝3,54,黛弘人,1:54.2,1/2,13-14-10-8,38.7,8.1,5,494(-4),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,7,8,14,メイショウイナホ,牝3,54,鮫島克駿,1:55.0,5,3-3-3-3,40.5,20.5,7,492(0),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,8,3,4,レリキアアスール,牝3,50,永島まな,1:55.0,アタマ,6-5-5-5,40.3,98.2,12,450(-10),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,9,5,8,ヴィッカース,牝3,53,菅原明良,1:55.2,1.1/4,11-10-11-10,39.6,6.9,4,456(-8),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,10,7,13,ブリングトゥライフ,牝3,52,藤田菜七,1:55.3,クビ,11-12-8-8,40.0,122.5,14,466(+10),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,11,5,9,タガノフラッデル,牝3,54,中井裕二,1:55.4,1/2,8-7-7-6,40.3,88.6,11,444(-4),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,12,8,15,プレアヴィヒア,牝3,54,吉田隼人,1:55.4,クビ,4-5-6-6,40.6,3.4,2,496(-2),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,13,2,3,ラスティングボンド,牝3,52,泉谷楓真,1:55.9,3,9-9-8-10,40.5,37.6,8,430(-6),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,14,2,2,モンサンテゾーロ,牝3,54,津村明秀,1:58.4,大,7-7-13-14,42.4,232.1,15,446(+10),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
202104010701,,,1800,ダート,重,15,7,12,ビートザオッズ,牝3,51,角田大和,1:58.6,3/4,9-11-15-15,41.2,118.7,13,442(0),2021,04,01,07,01,1:1510,1:330|10:150|5:1090,1 - 10:2230,1 → 10:6490,1 - 10:960|1 - 5:7280|5 - 10:1680,1 - 5 - 10:22060,1 → 10 → 5:146490
