race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,調教師,調教タイム,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
202335100101,C2十組,,1200,ダート,,1,3,3,ベニエ,牝3,54.0,高橋悠里,1:13.2,,,36.7,2.5,1,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100101,C2十組,,1200,ダート,,2,2,2,ティーラミレス,牝3,54.0,高松亮,1:13.6,2.1/2,,36.2,3.7,3,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100101,C2十組,,1200,ダート,,3,5,5,テルテ,牝3,54.0,陶文峰,1:13.6,クビ,,37.4,2.6,2,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100101,C2十組,,1200,ダート,,4,4,4,ヴェリタス,牝3,54.0,鈴木祐,1:13.7,クビ,,37.7,6.6,4,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100101,C2十組,,1200,ダート,,5,1,1,ミズカガミ,牝3,54.0,岩本怜,1:14.1,2.1/2,,37.4,26.8,5,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100101,C2十組,,1200,ダート,,6,6,6,アマビリス,牝3,54.0,菅原辰徳,1:14.8,4,,37.3,47.2,6,,,,2023,35,10,01,1,3:250,3:140|2:170,2-3:480,3 → 2:810,2-3:150|3-5:140|2-5:120,2-3-5:220,3 → 2 → 5:1520
202335100102,C2十組,,1200,ダート,重,1,3,3,クレーンロケット,牝3,54.0,高松亮,1:13.4,,,37.1,1.3,1,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100102,C2十組,,1200,ダート,重,2,5,5,ヤマニンアルマーレ,牝3,54.0,高野誠毅,1:14.5,7,,37.6,10.7,4,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100102,C2十組,,1200,ダート,重,3,4,4,フドウシン,セ3,56.0,村上忍,1:14.7,3/4,,37.8,5.1,2,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100102,C2十組,,1200,ダート,重,4,2,2,キープシャイン,牡3,56.0,木村暁,1:14.9,1,,37.5,7.8,3,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100102,C2十組,,1200,ダート,重,5,1,1,タイセイトレンディ,セ8,56.0,南郷家全,1:15.3,2.1/2,,38.1,22.1,5,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100102,C2十組,,1200,ダート,重,6,6,6,ギンガ,牡3,56.0,塚本涼人,1:15.5,1,,39.0,34.7,6,,,,2023,35,10,01,2,3:130,3:110|5:220,3-5:330,3 → 5:440,3-5:150|3-4:150|4-5:260,3-4-5:350,3 → 5 → 4:1270
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,1,2,2,エリンジウム,牝3,54.0,関本淳,1:15.2,,,38.6,1.0,1,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,2,4,4,アルバハール,牡4,56.0,陶文峰,1:15.4,1.1/4,,37.0,18.3,3,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,3,6,6,エリザベスベイ,牝3,54.0,南郷家全,1:15.5,クビ,,37.2,37.4,5,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,4,3,3,ターフインワン,牡3,56.0,高橋悠里,1:15.8,2,,39.0,18.6,4,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,5,5,5,ゴールドウォリアー,牡3,56.0,菅原辰徳,1:17.2,9,,39.7,47.7,6,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100103,第107期騎手候補生募集中!賞(C2),,1200,ダート,重,6,1,1,アイビーデゼル,牝3,54.0,鈴木祐,1:17.6,2.1/2,,41.0,7.5,2,,,,2023,35,10,01,3,2:100,2:100|4:220,2-4:580,2 → 4:640,2-4:220|2-6:300|4-6:1390,2-4-6:2460,2 → 4 → 6:5410
202335100104,挑戦は無限大!楽天ポイント賞(C2),,1200,ダート,重,1,4,4,ホウオウレンジャー,牡3,56.0,村上忍,1:14.4,,,38.3,1.8,1,,,,2023,35,10,01,4,4:180,4:120|1:250,1-4:570,4 → 1:720,1-4:230|4-5:260|1-5:660,1-4-5:1400,4 → 1 → 5:3570
202335100104,挑戦は無限大!楽天ポイント賞(C2),,1200,ダート,重,2,1,1,マリノリリアン,牝3,54.0,坂口裕一,1:14.6,1,,38.6,5.6,2,,,,2023,35,10,01,4,4:180,4:120|1:250,1-4:570,4 → 1:720,1-4:230|4-5:260|1-5:660,1-4-5:1400,4 → 1 → 5:3570
