horse,dist_course,dc_n,dc_wins,dc_wr
アルタビスタ,1700_ダート,1,1,1.0
アルタビスタ,1800_ダート,4,0,0.0
アルテヴェローチェ,1200_ダート,1,0,0.0
アルテヴェローチェ,1400_芝,1,0,0.0
アルテヴェローチェ,1600_芝,5,1,0.2
アルディスティーノ,2600_芝,1,0,0.0
アルデショワ,1000_芝,2,0,0.0
アルデショワ,1200_ダート,1,1,1.0
アルデトップガン,1400_ダート,1,0,0.0
アルデトップガン,1600_ダート,1,0,0.0
アルデドゥオーモ,2400_ダート,1,0,0.0
アルトゥーム,1400_芝,2,0,0.0
アルトゥーム,1500_芝,1,0,0.0
アルトゥーム,1600_芝,8,1,0.125
アルトシュタット,1000_芝,1,0,0.0
アルトシュタット,1200_ダート,1,0,0.0
アルトシュタット,1200_芝,2,0,0.0
アルトシュタット,1400_芝,1,0,0.0
アルドール,1600_ダート,1,0,0.0
アルドーレ,1700_ダート,1,0,0.0
アルドーレ,1800_ダート,3,0,0.0
アルドーレ,2100_ダート,1,0,0.0
アルナシーム,1600_芝,4,0,0.0
アルナシーム,1800_芝,5,1,0.2
アルナシーム,2000_芝,4,1,0.25
アルナシーム,2400_芝,1,0,0.0
アルナージェイン,1600_芝,1,0,0.0
アルニラム,1400_ダート,1,0,0.0
アルバニー,1400_芝,1,0,0.0
アルバニー,1600_芝,1,0,0.0
アルバンヌ,1600_芝,1,1,1.0
アルビージャ,2000_芝,1,0,0.0
アルビージャ,2200_芝,1,0,0.0
アルファウェーブ,2000_芝,3,0,0.0
アルファヒディ,1400_ダート,2,0,0.0
アルファヒディ,1800_ダート,5,2,0.4
アルファヒディ,1900_ダート,1,0,0.0
アルファヒディ,2000_芝,1,0,0.0
アルファマム,1200_ダート,3,0,0.0
アルファマム,1400_ダート,7,1,0.14285714285714285
アルファマム,1600_ダート,1,0,0.0
アルプスオジョー,1800_ダート,1,0,0.0
アルヘンティニータ,1150_ダート,1,0,0.0
アルベリック,1800_ダート,6,0,0.0
アルベリック,2000_芝,1,0,0.0
アルベリック,2600_芝,1,0,0.0
アルマグラース,1600_芝,1,0,0.0
アルマグラース,1700_ダート,2,0,0.0
アルマデオロ,2000_芝,1,0,0.0
アルマデオロ,2400_芝,1,0,0.0
アルママ,1400_芝,1,0,0.0
アルマロクザン,1200_芝,4,0,0.0
アルマヴィーナス,1800_ダート,1,0,0.0
アルマヴェローチェ,1600_芝,2,2,1.0
アルマヴェローチェ,1800_芝,1,1,1.0
アルマヴェローチェ,2400_芝,1,1,1.0
アルマーザアミール,2400_ダート,1,0,0.0
アルマーザアミール,3000_芝,1,0,0.0
アルマーレシチー,1700_ダート,1,0,0.0
アルマーレシチー,1800_ダート,1,0,0.0
アルマーレシチー,2000_芝,1,0,0.0
アルムエアフォルク,1600_ダート,1,0,0.0
アルムエアフォルク,1700_ダート,1,0,0.0
アルムエアフォルク,1800_ダート,3,0,0.0
アルムファーツリー,1200_芝,2,0,0.0
アルムブラーヴ,1400_ダート,5,1,0.2
アルムブラーヴ,1600_ダート,1,0,0.0
アルムブラーヴ,1800_ダート,1,0,0.0
アルムブラーヴ,2100_ダート,1,0,0.0
アルムラトゥール,1000_ダート,1,0,0.0
アルムラトゥール,1200_ダート,5,0,0.0
アルムラトゥール,1400_ダート,1,0,0.0
アルムラトゥール,1600_ダート,2,1,0.5
アルムラトゥール,1800_ダート,1,0,0.0
アルムラトゥール,2000_ダート,1,0,0.0
アルメイダミノル,1400_ダート,4,0,0.0
アルメントフーベル,1600_芝,2,0,0.0
アルメントフーベル,1800_芝,1,0,0.0
アルメールヴェント,1600_芝,1,0,0.0
アルレッキーノ,1600_芝,2,0,0.0
アルヴァレス,1400_ダート,1,0,0.0
アルヴィエンヌ,1600_芝,2,0,0.0
アルヴィエンヌ,1800_ダート,1,0,0.0
アルーブルト,1800_ダート,4,0,0.0
アルーブルト,1900_ダート,1,0,0.0
アルーリングウェイ,1400_芝,5,0,0.0
アルーリングウェイ,1600_芝,1,0,0.0
アルーリングタイム,1200_ダート,1,0,0.0
アルーリングタイム,1400_ダート,1,0,0.0
アルーリングビュー,1200_芝,5,1,0.2
アルーリングビュー,1400_芝,1,0,0.0
アルーリングビュー,1500_芝,1,0,0.0
アレ,1400_ダート,1,0,0.0
アレクサ,1700_ダート,8,1,0.125
アレクサ,1800_ダート,2,0,0.0
アレグロブリランテ,1800_芝,3,0,0.0
アレグロブリランテ,2000_芝,1,0,0.0
アレグロブリランテ,2200_芝,1,0,0.0
アレグロブリランテ,2500_芝,1,0,0.0
アレグロブリランテ,3000_芝,1,0,0.0
アレグロモデラート,1800_芝,1,0,0.0
アレグロモデラート,2000_芝,3,0,0.0
アレグロモデラート,2200_芝,1,0,0.0
アレスエルピーダ,1800_ダート,1,0,0.0
アレスエルピーダ,1900_ダート,1,0,0.0
アレスエルピーダ,2400_ダート,1,0,0.0
アレスグート,1400_ダート,2,0,0.0
アレスグート,1800_ダート,1,0,0.0
アレナパラシオ,1700_ダート,4,1,0.25
アレナリア,2000_芝,6,2,0.3333333333333333
アレナリア,2200_芝,3,0,0.0
アレナリア,2600_芝,1,0,0.0
アレマーナ,1400_芝,1,0,0.0
アレマーナ,1800_芝,1,0,0.0
アレンジャー,1200_芝,1,0,0.0
アレンジャー,1600_芝,8,1,0.125
アレンテージョ,1800_ダート,1,0,0.0
アレンテージョ,1800_芝,4,1,0.25
アレーティア,1700_ダート,1,0,0.0
アロガントシェイム,1900_ダート,1,0,0.0
アロットドリーム,1150_ダート,1,0,0.0
アロットドリーム,1200_ダート,5,2,0.4
アロットドリーム,1400_ダート,1,0,0.0
アロヒアリイ,2000_芝,2,0,0.0
アロマデローサ,1400_芝,3,0,0.0
アロマデローサ,1600_芝,3,0,0.0
アロマデローサ,2000_芝,1,1,1.0
アロンズロッド,2400_芝,2,2,1.0
アロンディ,3000_芝,1,0,0.0
アローオブライト,1600_ダート,1,0,0.0
アンカリング,1600_芝,2,0,0.0
アンガアヴィス,1800_ダート,1,0,0.0
アンクエンチャブル,1600_ダート,1,0,0.0
アンクエンチャブル,1800_ダート,1,0,0.0
アンクラウデッド,2100_ダート,2,0,0.0
アンクルクロス,1200_芝,5,3,0.6
アンクルクロス,1400_芝,2,0,0.0
アンクロワ,1800_芝,1,0,0.0
アンゴラブラック,1800_芝,1,0,0.0
アンゴラブラック,2000_芝,2,2,1.0
アンゴラブラック,2200_芝,1,0,0.0
アンシール,1200_ダート,1,0,0.0
アンシール,1300_ダート,2,1,0.5
アンシール,1400_ダート,5,1,0.2
アンジェリカル,1800_ダート,1,0,0.0
アンジェリカル,2000_芝,1,0,0.0
アンジェリカル,2600_芝,1,0,0.0
アンジュグルーヴ,1400_ダート,1,0,0.0
アンジュグルーヴ,1700_ダート,3,0,0.0
アンジュフィールド,1400_ダート,5,1,0.2
アンジュール,1200_ダート,1,0,0.0
アンジョルラス,1600_芝,3,0,0.0
アンジョルラス,1800_芝,1,0,0.0
アンスリウム,1200_ダート,1,0,0.0
アンスリウム,1400_ダート,1,0,0.0
アンズアメ,1300_ダート,1,1,1.0
アンズアメ,1400_ダート,1,0,0.0
アンタノバラード,1200_ダート,1,0,0.0
アンタノバラード,1200_芝,4,0,0.0
アンタノバラード,1400_芝,1,0,0.0
アンタノバラード,1600_芝,1,0,0.0
アンタンスルフレ,3000_芝,1,0,0.0
アンダーザライト,1600_芝,1,0,0.0
アンダースコア,1400_芝,2,1,0.5
アンダープロット,1600_芝,1,0,0.0
アンティミスト,1400_ダート,1,0,0.0
アンティーゾ,1800_芝,2,0,0.0
アンテロース,1600_芝,1,0,0.0
アンテロース,1800_芝,4,0,0.0
アンテロース,2000_芝,3,1,0.3333333333333333
アンデスビエント,1400_ダート,1,0,0.0
アンデスビエント,1900_ダート,1,0,0.0
アンデスビエント,2100_ダート,1,0,0.0
アンドアイラヴハー,1200_芝,1,0,0.0
アンドアイラヴハー,1400_芝,1,0,0.0
アンドアイラヴハー,1500_芝,2,1,0.5
アンドゥーラ,1900_ダート,1,0,0.0
アンドゥーリル,1800_芝,1,1,1.0
アンドリーナ,1800_ダート,2,1,0.5
アンドローゼス,2000_芝,2,0,0.0
アンドヴァラナウト,1600_芝,1,0,0.0
アンナバローズ,1400_ダート,2,0,0.0
アンナバローズ,1600_芝,1,0,0.0
アンノウンウォリア,1800_ダート,1,0,0.0
アンノウンウォリア,2400_ダート,1,0,0.0
アンノウンレディ,1800_芝,1,0,0.0
アンノウンレディ,2000_芝,2,0,0.0
アンバードール,1800_ダート,4,0,0.0
アンバードール,1900_ダート,1,0,0.0
アンバードール,2400_ダート,1,0,0.0
アンバーニードル,1200_芝,2,0,0.0
アンバーニードル,1400_芝,1,0,0.0
アンバーホーク,1600_ダート,1,0,0.0
アンパドゥ,1600_芝,1,0,0.0
アンビシュー,1200_ダート,1,0,0.0
アンビバレント,1200_芝,5,0,0.0
アンビバレント,1400_芝,2,0,0.0
アンビバレント,1600_芝,2,0,0.0
アンフィニドール,1200_芝,1,0,0.0
アンブロジアーナ,1600_ダート,1,0,0.0
アンブロジアーナ,1600_芝,3,0,0.0
アンブロジアーナ,1700_ダート,2,0,0.0
アンブロジアーナ,2000_芝,1,0,0.0
アンヘリータス,1200_芝,1,1,1.0
アンヘリータス,1400_芝,1,0,0.0
アンモシエラ,1600_ダート,1,0,0.0
アンリーベイビー,1400_ダート,1,0,0.0
アンリーベイビー,1700_ダート,1,0,0.0
アンリーロード,1600_芝,1,0,0.0
アンリーロード,1800_ダート,1,0,0.0
アンリーロード,1800_芝,6,1,0.16666666666666666
アンリーロード,2000_芝,1,0,0.0
アヴィオンドール,2100_ダート,1,0,0.0
アヴェラーレ,1600_芝,2,0,0.0
アヴニールドブリエ,1800_芝,7,0,0.0
アヴニールドブリエ,2000_芝,1,0,0.0
アヴニールドブリエ,2400_芝,1,0,0.0
アークデトリオンフ,1700_ダート,1,0,0.0
アークドール,1800_芝,1,0,0.0
アークドール,2400_ダート,1,0,0.0
アークレアル,2500_芝,1,0,0.0
アーコレード,1000_芝,1,0,0.0
アーサーズウェイン,1200_芝,2,0,0.0
アーサーテソーロ,1200_ダート,2,0,0.0
アーサーテソーロ,1800_ダート,1,0,0.0
アージェント,1600_ダート,1,1,1.0
アースイオス,1700_ダート,4,0,0.0
アースイオス,1800_ダート,4,2,0.5
アースイオス,2200_芝,1,0,0.0
アースコンチェルト,2000_芝,1,0,0.0
アースブレイブ,2400_芝,1,0,0.0
アースミューズ,1000_ダート,1,0,0.0
アースミューズ,1400_ダート,1,0,0.0
アースライザー,1600_ダート,1,0,0.0
アースライザー,1800_ダート,3,0,0.0
アースライザー,2100_ダート,1,0,0.0
アーチボールド,1200_芝,1,0,0.0
アーチーテソーロ,1600_ダート,1,0,0.0
アーテルアストレア,1600_ダート,1,0,0.0
アーテルアストレア,1800_ダート,1,0,0.0
アーデルリーベ,1200_ダート,1,0,0.0
アーデルリーベ,1400_ダート,1,0,0.0
アートコレクション,1200_芝,1,0,0.0
アートコレクション,1800_ダート,1,0,0.0
アートバーゼル,1800_芝,1,0,0.0
アートフォーム,1200_ダート,1,0,0.0
アートフォーム,1200_芝,5,0,0.0
アートフォーム,1400_芝,2,0,0.0
アートレスマインド,1800_ダート,1,0,0.0
アーバンイェーガー,1200_ダート,5,0,0.0
アーバンイェーガー,1400_ダート,2,0,0.0
アーバンシック,2000_芝,3,0,0.0
アーバンシック,2200_芝,2,1,0.5
アーバンシック,2400_芝,1,0,0.0
アーバンシック,2500_芝,2,0,0.0
アーバンシック,3000_芝,1,1,1.0
アーベントイアー,2200_芝,1,0,0.0
アーマルコライト,1800_ダート,1,0,0.0
アーマルコライト,1900_ダート,1,0,0.0
アーマルコライト,2400_ダート,4,1,0.25
アーマルコライト,2500_芝,1,0,0.0
アーマルコライト,3000_芝,1,0,0.0
アームズレイン,1200_ダート,2,0,0.0
アームズレイン,1400_ダート,2,0,0.0
アームテイル,1400_芝,2,1,0.5
アームテイル,1600_芝,2,0,0.0
アームテイル,1800_芝,1,0,0.0
アームテイル,2000_芝,2,0,0.0
アームブランシュ,2000_芝,1,0,0.0
アームブランシュ,2100_ダート,2,0,0.0
アームブランシュ,2200_芝,1,0,0.0
アームブランシュ,2400_芝,6,1,0.16666666666666666
アームブランシュ,2500_芝,3,0,0.0
アームブランシュ,3000_芝,1,0,0.0
アーリントンロウ,1200_芝,2,0,0.0
アーリントンロウ,1400_芝,1,0,0.0
アーリントンロウ,1600_芝,1,0,0.0
アールバロン,1400_ダート,1,0,0.0
アールバロン,1400_芝,1,0,0.0
アールバロン,1600_芝,1,0,0.0
アールバロン,1800_芝,1,0,0.0
アールプロスト,1800_ダート,3,1,0.3333333333333333
アールプロスト,2100_ダート,1,0,0.0
アーレムアレス,1800_芝,1,0,0.0
アーレムアレス,2000_芝,1,1,1.0
アーレンダール,1600_芝,1,0,0.0
アーレンダール,1700_ダート,1,1,1.0
アーレンダール,1800_ダート,1,0,0.0
アーロンイメル,1700_ダート,1,0,0.0
アーロンイメル,1800_ダート,4,1,0.25
イイデスカイハイ,1200_芝,1,0,0.0
イイヒニナル,1200_芝,5,0,0.0
イェルマーク,1400_芝,1,0,0.0
イエスウィズキャン,1200_ダート,2,0,0.0
イエスウィズキャン,1400_ダート,1,0,0.0
イエスウィズキャン,1800_ダート,3,0,0.0
イエスウィズキャン,1900_ダート,1,0,0.0
イエスユイキャン,1200_芝,1,0,0.0
イエデゴロゴロ,1400_ダート,1,0,0.0
イエルバブエナ,1200_ダート,1,0,0.0
イエルバブエナ,1700_ダート,1,0,0.0
イエローウィン,1800_ダート,3,0,0.0
イエローサファイア,1150_ダート,1,0,0.0
イエローサファイア,1800_ダート,1,0,0.0
イエローブリック,1800_ダート,1,0,0.0
イエローベリル,1000_芝,1,0,0.0
イエヴァンポルッカ,1600_ダート,2,0,0.0
イガッチ,1800_芝,1,0,0.0
イガッチ,2000_芝,2,0,0.0
イクスプロージョン,1800_芝,1,0,0.0
イクリール,2200_芝,1,0,0.0
イクリール,2400_芝,2,0,0.0
イグザルト,1400_ダート,1,0,0.0
イグザルト,1600_ダート,3,0,0.0
イグナイター,1600_ダート,1,0,0.0
イグニション,1200_ダート,1,0,0.0
イグニション,1200_芝,12,0,0.0
イグニス,1600_芝,1,0,0.0
イケイケドンドン,1800_芝,1,0,0.0
イケイケドンドン,2000_芝,2,2,1.0
イケイケドンドン,2600_芝,1,0,0.0
イケイケドンドン,3000_芝,1,0,0.0
イコサン,1000_芝,4,2,0.5
イコサン,1200_芝,1,0,0.0
イコノスタシス,1200_ダート,1,0,0.0
イコノスタシス,1200_芝,3,0,0.0
イコノスタシス,1400_芝,1,0,0.0
イコノスタシス,1500_芝,1,0,0.0
イサチルカゼニタツ,1600_ダート,1,0,0.0
イサチルカゼニタツ,1700_ダート,1,0,0.0
イサチルカゼニタツ,1800_芝,1,0,0.0
イサチルカゼニタツ,2000_芝,1,0,0.0
イサチルシーサイド,1200_芝,7,3,0.42857142857142855
イサチルシーサイド,1400_芝,2,0,0.0
イサナ,1600_ダート,1,0,0.0
イサナ,1700_ダート,1,0,0.0
イサナ,1800_ダート,1,0,0.0
イスカンダル,1800_ダート,2,0,0.0
イスラアズール,1000_芝,1,0,0.0
イスラアズール,1200_ダート,1,0,0.0
イスラアズール,1200_芝,1,0,0.0
イスラアネーロ,1150_ダート,2,0,0.0
イスラアネーロ,1200_ダート,12,1,0.08333333333333333
イスラグランデ,1400_ダート,1,0,0.0
イスラグランデ,1600_芝,1,0,0.0
イスラコラソン,1000_芝,2,1,0.5
イズジョーノヒカリ,1800_芝,1,0,0.0
イズンシーラブリー,1200_芝,1,0,0.0
イゾラフェリーチェ,1400_ダート,1,0,0.0
イゾラフェリーチェ,1600_ダート,1,0,0.0
イゾラフェリーチェ,1600_芝,1,0,0.0
イゾラフェリーチェ,1700_ダート,1,0,0.0
イゾラフェリーチェ,1800_芝,2,1,0.5
イゾラフェリーチェ,2000_芝,1,0,0.0
イゾレエオリア,2000_芝,2,0,0.0
イゾレエオリア,2200_芝,5,1,0.2
イゾレエオリア,2400_芝,1,0,0.0
イゾレエオリア,2600_芝,2,0,0.0
イダテンシャチョウ,1400_ダート,1,0,0.0
イチザウイナー,1200_ダート,2,0,0.0
イチザブレーヴ,1800_芝,1,0,0.0
イチザマジック,1200_芝,1,0,0.0
イチトゼロノアイダ,1000_ダート,1,0,0.0
イチトゼロノアイダ,1150_ダート,1,0,0.0
イチネンエーグミ,1200_ダート,1,0,0.0
イチネンエーグミ,1400_ダート,4,1,0.25
イチネンエーグミ,1600_ダート,1,0,0.0
イチネンエーグミ,1700_ダート,2,0,0.0
イッツオンリーユー,1200_ダート,1,0,0.0
イッツオンリーユー,1700_ダート,1,0,0.0
イッツオンリーユー,1800_芝,1,0,0.0
イツカハシャチョウ,1800_ダート,1,0,0.0
イツカハシャチョウ,1900_ダート,1,0,0.0
イツモニコニコ,1200_芝,5,1,0.2
イツモニコニコ,1400_芝,1,0,0.0
イツモニコニコ,1600_芝,1,0,0.0
イツモハラペコ,1200_ダート,1,0,0.0
イティネラートル,1400_芝,4,0,0.0
イティネラートル,1600_芝,2,0,0.0
イテマエダセン,1000_ダート,1,0,0.0
イテマエダセン,1150_ダート,1,0,0.0
イデアイゴッソウ,1800_ダート,1,0,0.0
イデアイゴッソウ,1900_ダート,1,0,0.0
イデアイゴッソウ,2100_ダート,1,0,0.0
イデアユウシン,1700_ダート,1,0,0.0
イデアユウシン,1800_ダート,5,0,0.0
イデアユウシン,2100_ダート,2,0,0.0
イデアユウシン,2400_ダート,3,0,0.0
イトカワサクラ,1800_芝,3,1,0.3333333333333333
イトカワサクラ,2000_芝,4,0,0.0
イナウィンク,1200_ダート,1,0,0.0
イナウィンク,1400_ダート,2,0,0.0
イナフセド,1150_ダート,2,0,0.0
イナフセド,1200_ダート,4,1,0.25
イナフセド,1200_芝,1,0,0.0
イナフセド,1400_ダート,1,0,0.0
イヌボウノアサヒ,1400_ダート,1,0,0.0
イノキ,1600_芝,1,0,0.0
イノセンス,1200_ダート,1,0,0.0
イノセンス,1700_ダート,1,0,0.0
イノセントキャット,1200_ダート,1,1,1.0
イノセントキャット,1400_ダート,1,0,0.0
イフェイオン,1200_芝,1,0,0.0
イフェイオン,1400_芝,1,0,0.0
イフェイオン,1600_芝,6,1,0.16666666666666666
イフェイオン,1800_芝,1,0,0.0
イブニングタイド,1400_芝,3,1,0.3333333333333333
イブニングタイド,1800_芝,1,0,0.0
イマージョン,1000_ダート,1,0,0.0
イミグラントソング,1600_芝,3,1,0.3333333333333333
イミュータブル,1000_ダート,1,0,0.0
イミュータブル,1000_芝,1,0,0.0
イミュータブル,1200_ダート,2,0,0.0
イミュータブル,1200_芝,1,0,0.0
イムホテプ,1800_ダート,2,0,0.0
イモータルソウル,1600_ダート,2,0,0.0
イモータルソウル,1700_ダート,1,0,0.0
イモータルソウル,1800_芝,1,0,0.0
イモータルソウル,2100_ダート,1,0,0.0
イモータルバード,1700_ダート,3,0,0.0
イモータルバード,1800_ダート,6,0,0.0
イヤサカ,2000_芝,1,0,0.0
イヤサカ,2200_芝,5,0,0.0
イヤサカ,2400_芝,3,0,0.0
イヤサカ,2500_芝,1,0,0.0
イヤサカ,2600_芝,1,0,0.0
イラーナ,1700_ダート,1,0,0.0
イラーレ,1200_芝,1,0,0.0
イラーレ,1600_芝,1,0,0.0
イリスアスール,1200_ダート,1,0,0.0
イリスアスール,1200_芝,2,0,0.0
イリスレーン,1800_芝,7,0,0.0
イリスレーン,2000_芝,2,0,0.0
イリディセント,1400_ダート,1,0,0.0
イリディセント,1800_ダート,1,0,0.0
イリフィ,1200_ダート,1,0,0.0
イリフィ,1400_芝,4,0,0.0
イルクオーレ,1150_ダート,1,0,0.0
イルクオーレ,1200_芝,5,0,0.0
イルクオーレ,1400_芝,1,0,0.0
イルザ,1200_ダート,5,1,0.2
イルチルコ,1800_芝,3,1,0.3333333333333333
イルチルコ,2000_芝,1,0,0.0
イルディヴィーノ,1400_ダート,1,0,0.0
イルデレーヴ,1200_ダート,1,0,0.0
イルミネーター,1700_ダート,2,0,0.0
イルミネーター,1800_ダート,5,0,0.0
イルミネーター,1900_ダート,2,0,0.0
イルルージュ,1000_芝,2,0,0.0
